# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
15793.0 517 -3.203 73.585 2.273 47.777 0.2527 0.2326 0.242 1.048e+04 4417 7447 13.41 -5.084 4.163 65.75
15803.0 517 -3.154 72.634 2.302 48.324 0.2511 0.2343 0.2421 1.02e+04 4517 7360 13.39 -5.188 4.101 65.75
15813.0 517 -3.104 71.674 2.332 48.874 0.2486 0.2364 0.2419 9941 4622 7282 13.31 -5.271 4.02 65.75
15823.0 517 -3.055 70.709 2.363 49.425 0.2464 0.2386 0.242 9673 4726 7200 13.17 -5.333 3.921 65.75
15833.0 517 -3.005 69.741 2.393 49.976 0.2458 0.2402 0.2425 9391 4822 7107 12.99 -5.38 3.804 65.75
15843.0 517 -2.955 68.773 2.423 50.528 0.2462 0.2409 0.2431 9110 4918 7014 12.78 -5.424 3.679 65.75
15853.0 517 -2.906 67.805 2.453 51.078 0.2477 0.241 0.2438 8827 5009 6918 12.55 -5.458 3.547 65.75
15863.0 517 -2.856 66.838 2.482 51.628 0.2501 0.241 0.2451 8535 5092 6813 12.28 -5.467 3.407 65.75
15873.0 517 -2.806 65.876 2.512 52.173 0.2527 0.2413 0.2466 8241 5169 6705 11.97 -5.446 3.261 65.75
15883.0 517 -2.757 64.919 2.541 52.713 0.2551 0.2419 0.2481 7956 5245 6601 11.63 -5.401 3.115 65.75
15893.0 517 -2.708 63.972 2.570 53.245 0.257 0.2428 0.2494 7684 5323 6504 11.27 -5.329 2.972 65.75
15903.0 516 -2.661 63.098 2.914 53.337 0.2582 0.2423 0.2497 7468 5336 6402 10.96 -5.163 2.898 65.75
15913.0 516 -2.613 62.178 2.944 53.839 0.258 0.2442 0.2507 7226 5418 6322 10.57 -5.034 2.768 65.75
15923.0 516 -2.567 61.275 2.973 54.324 0.2567 0.247 0.2514 6999 5501 6250 10.16 -4.874 2.645 65.75
15933.0 516 -2.520 60.394 3.002 54.789 0.2551 0.2497 0.252 6785 5584 6184 9.759 -4.7 2.53 65.75
15943.0 515 -2.462 59.591 3.347 54.813 0.2545 0.2501 0.2519 6611 5594 6102 9.406 -4.463 2.472 65.75
15953.0 514 -2.385 58.804 3.070 54.850 0.2541 0.2497 0.2515 6448 5610 6029 9.064 -4.225 2.42 65.74
15963.0 514 -2.342 57.987 3.095 55.247 0.2538 0.2509 0.252 6261 5683 5972 8.688 -4.035 2.327 65.74
15973.0 513 -2.251 57.236 3.439 55.204 0.2537 0.2498 0.2513 6116 5690 5903 8.371 -3.792 2.289 65.74
15983.0 513 -2.212 56.462 3.463 55.556 0.2538 0.2504 0.2516 5946 5757 5851 8.021 -3.595 2.213 65.74
15993.0 513 -2.173 55.710 3.487 55.887 0.254 0.2508 0.252 5782 5819 5801 7.682 -3.393 2.145 65.74
16003.0 513 -2.135 54.979 3.509 56.197 0.2542 0.2512 0.2523 5626 5878 5752 7.355 -3.185 2.085 65.74
16013.0 513 -2.097 54.270 3.530 56.486 0.2545 0.2514 0.2525 5478 5934 5706 7.043 -2.975 2.034 65.74
16023.0 513 -2.061 53.582 3.549 56.754 0.2547 0.2515 0.2527 5337 5987 5662 6.742 -2.761 1.99 65.74
16033.0 513 -2.025 52.914 3.567 57.001 0.2551 0.2514 0.2528 5203 6038 5621 6.454 -2.545 1.954 65.74
16043.0 512 -1.977 52.318 3.278 56.860 0.2558 0.2499 0.2524 5096 6020 5558 6.201 -2.302 1.95 65.74
16053.0 511 -2.027 51.706 3.612 56.658 0.2562 0.2475 0.2514 4996 5999 5498 5.961 -2.07 1.945 65.73
16063.0 511 -1.992 51.099 3.625 56.839 0.2565 0.2476 0.2516 4877 6035 5456 5.698 -1.848 1.925 65.73
16073.0 511 -1.959 50.511 3.637 56.998 0.2568 0.2476 0.2518 4764 6066 5415 5.445 -1.623 1.911 65.73
16083.0 511 -1.926 49.943 3.648 57.136 0.257 0.2476 0.2519 4655 6093 5374 5.2 -1.396 1.902 65.73
16093.0 511 -1.893 49.394 3.657 57.253 0.2573 0.2476 0.252 4552 6115 5334 4.964 -1.167 1.899 65.73
16103.0 511 -1.862 48.864 3.665 57.348 0.2575 0.2477 0.2521 4453 6134 5293 4.736 -0.9366 1.9 65.73
16113.0 511 -1.831 48.354 3.672 57.422 0.2577 0.2477 0.2522 4359 6148 5253 4.515 -0.7052 1.905 65.73
16123.0 510 -1.830 47.904 3.370 57.110 0.258 0.2453 0.2511 4298 6108 5203 4.33 -0.4587 1.936 65.72
16133.0 510 -1.800 47.430 3.373 57.139 0.2581 0.2454 0.2512 4212 6113 5163 4.122 -0.228 1.947 65.72
16143.0 510 -1.770 46.975 3.375 57.147 0.2583 0.2454 0.2513 4131 6113 5122 3.921 0.0027 1.962 65.72
16153.0 510 -1.741 46.538 3.375 57.134 0.2584 0.2454 0.2514 4053 6109 5081 3.726 0.2331 1.98 65.72
16163.0 510 -1.713 46.119 3.374 57.099 0.2585 0.2455 0.2514 3979 6100 5040 3.537 0.4627 2 65.72
16173.0 510 -1.686 45.717 3.372 57.043 0.2585 0.2456 0.2515 3910 6087 4998 3.355 0.6911 2.023 65.72
16183.0 510 -1.658 45.333 3.369 56.966 0.2586 0.2457 0.2516 3843 6069 4956 3.177 0.9175 2.047 65.72
16193.0 510 -1.632 44.967 3.364 56.868 0.2586 0.2459 0.2517 3780 6046 4913 3.006 1.141 2.074 65.72
16203.0 510 -1.606 44.617 3.359 56.749 0.2585 0.2462 0.2518 3720 6018 4869 2.84 1.362 2.101 65.72
16213.0 510 -1.581 44.284 3.352 56.609 0.2584 0.2465 0.2519 3663 5985 4824 2.68 1.577 2.129 65.72
16223.0 510 -1.556 43.968 3.343 56.448 0.2583 0.247 0.2521 3608 5947 4777 2.527 1.786 2.156 65.72
16233.0 510 -1.532 43.667 3.334 56.268 0.2582 0.2477 0.2524 3555 5902 4729 2.38 1.985 2.183 65.72
16243.0 510 -1.508 43.381 3.323 56.069 0.2583 0.2484 0.2528 3503 5852 4678 2.243 2.17 2.207 65.72
16253.0 510 -1.485 43.110 3.312 55.852 0.2584 0.2491 0.2532 3454 5797 4625 2.118 2.336 2.227 65.72
16263.0 510 -1.462 42.851 3.299 55.619 0.2586 0.2495 0.2535 3408 5742 4575 2.008 2.478 2.243 65.72
16273.0 510 -1.440 42.603 3.286 55.372 0.2588 0.2497 0.2537 3367 5688 4527 1.916 2.594 2.255 65.72
16283.0 510 -1.417 42.364 3.272 55.115 0.2589 0.2495 0.2537 3329 5635 4482 1.84 2.685 2.263 65.72
16293.0 510 -1.395 42.132 3.257 54.848 0.2591 0.2491 0.2536 3294 5582 4438 1.779 2.752 2.266 65.72
16303.0 510 -1.373 41.907 3.242 54.574 0.2593 0.2487 0.2534 3260 5530 4395 1.73 2.798 2.264 65.72
16313.0 510 -1.351 41.686 3.227 54.296 0.2595 0.2482 0.2533 3228 5477 4352 1.692 2.826 2.259 65.72
16323.0 510 -1.330 41.468 3.211 54.015 0.2597 0.2477 0.2531 3196 5423 4310 1.662 2.839 2.251 65.72
16333.0 510 -1.308 41.252 3.196 53.732 0.2599 0.2473 0.2531 3164 5368 4266 1.638 2.842 2.24 65.72
16343.0 510 -1.286 41.039 3.180 53.447 0.2601 0.2471 0.253 3132 5312 4222 1.617 2.838 2.227 65.72
16353.0 510 -1.265 40.827 3.164 53.161 0.2603 0.2469 0.2531 3099 5255 4177 1.599 2.829 2.214 65.72
16363.0 510 -1.243 40.616 3.148 52.875 0.2605 0.2469 0.2531 3067 5197 4132 1.582 2.818 2.2 65.72
16373.0 510 -1.221 40.407 3.131 52.588 0.2606 0.2469 0.2532 3035 5140 4087 1.566 2.804 2.185 65.72
16383.0 510 -1.200 40.198 3.115 52.302 0.2607 0.2469 0.2532 3003 5083 4043 1.552 2.79 2.171 65.72
16393.0 510 -1.178 39.990 3.099 52.015 0.2608 0.2469 0.2533 2971 5026 3998 1.538 2.774 2.156 65.72
16403.0 510 -1.156 39.782 3.083 51.728 0.2609 0.247 0.2534 2939 4969 3954 1.525 2.758 2.141 65.72
16413.0 510 -1.135 39.576 3.067 51.441 0.2609 0.247 0.2534 2908 4913 3911 1.512 2.741 2.126 65.72
16423.0 510 -1.113 39.370 3.051 51.155 0.261 0.2471 0.2535 2877 4857 3867 1.499 2.724 2.111 65.72
16433.0 510 -1.091 39.164 3.034 50.868 0.261 0.2472 0.2536 2846 4802 3824 1.486 2.706 2.096 65.72
16443.0 510 -1.070 38.960 3.018 50.582 0.2611 0.2473 0.2536 2816 4747 3781 1.474 2.689 2.081 65.72
16453.0 510 -1.048 38.755 3.002 50.296 0.2612 0.2474 0.2537 2786 4692 3739 1.462 2.671 2.066 65.72
16463.0 510 -1.026 38.552 2.986 50.010 0.2612 0.2474 0.2538 2756 4637 3697 1.45 2.653 2.051 65.72
16473.0 510 -1.005 38.349 2.969 49.725 0.2612 0.2475 0.2538 2726 4583 3655 1.437 2.635 2.036 65.72
16483.0 510 -0.983 38.146 2.953 49.439 0.2613 0.2476 0.2539 2697 4530 3613 1.425 2.618 2.021 65.72
16493.0 510 -0.961 37.945 2.937 49.154 0.2613 0.2477 0.254 2668 4476 3572 1.413 2.6 2.006 65.72
16503.0 510 -0.940 37.743 2.921 48.869 0.2614 0.2478 0.254 2639 4423 3531 1.401 2.582 1.991 65.72
16513.0 510 -0.918 37.543 2.904 48.585 0.2614 0.2479 0.2541 2610 4371 3490 1.389 2.564 1.976 65.72
16523.0 510 -0.896 37.343 2.888 48.300 0.2615 0.248 0.2542 2582 4319 3450 1.377 2.546 1.961 65.72
16533.0 510 -0.875 37.144 2.872 48.016 0.2615 0.2481 0.2542 2553 4267 3410 1.365 2.528 1.947 65.72
16543.0 510 -0.853 36.945 2.856 47.732 0.2616 0.2482 0.2543 2525 4216 3371 1.353 2.51 1.932 65.72
16553.0 510 -0.831 36.747 2.839 47.449 0.2616 0.2482 0.2544 2498 4165 3331 1.341 2.492 1.917 65.72
16563.0 510 -0.810 36.550 2.823 47.166 0.2617 0.2483 0.2544 2470 4114 3292 1.329 2.474 1.902 65.72
16573.0 510 -0.788 36.353 2.807 46.883 0.2617 0.2484 0.2545 2443 4064 3253 1.318 2.456 1.887 65.72
16583.0 510 -0.766 36.157 2.791 46.600 0.2617 0.2485 0.2546 2416 4014 3215 1.306 2.438 1.872 65.72
16593.0 510 -0.745 35.962 2.774 46.318 0.2618 0.2486 0.2546 2390 3964 3177 1.294 2.42 1.857 65.72
16603.0 510 -0.723 35.768 2.758 46.036 0.2618 0.2487 0.2547 2363 3915 3139 1.282 2.402 1.842 65.72
16613.0 510 -0.701 35.574 2.742 45.754 0.2619 0.2488 0.2548 2337 3866 3102 1.27 2.384 1.827 65.72
16623.0 510 -0.680 35.381 2.726 45.473 0.2619 0.2489 0.2548 2311 3818 3064 1.258 2.366 1.812 65.72
16633.0 510 -0.658 35.188 2.709 45.192 0.262 0.249 0.2549 2285 3770 3028 1.246 2.348 1.797 65.72
16643.0 510 -0.636 34.997 2.693 44.912 0.262 0.2491 0.255 2260 3722 2991 1.234 2.33 1.782 65.72
16653.0 510 -0.615 34.806 2.677 44.631 0.2621 0.2491 0.2551 2235 3675 2955 1.222 2.313 1.767 65.72
16663.0 510 -0.593 34.616 2.661 44.351 0.2621 0.2492 0.2551 2210 3628 2919 1.21 2.295 1.753 65.72
16673.0 510 -0.571 34.427 2.645 44.072 0.2621 0.2493 0.2552 2185 3581 2883 1.199 2.277 1.738 65.72
16683.0 510 -0.549 34.238 2.628 43.793 0.2622 0.2494 0.2553 2161 3535 2848 1.187 2.259 1.723 65.72
16693.0 510 -0.528 34.051 2.612 43.514 0.2622 0.2495 0.2553 2137 3489 2813 1.175 2.241 1.708 65.72
16703.0 510 -0.506 33.864 2.596 43.235 0.2623 0.2496 0.2554 2113 3444 2778 1.163 2.223 1.693 65.72
16713.0 510 -0.484 33.678 2.580 42.957 0.2623 0.2497 0.2555 2089 3399 2744 1.151 2.205 1.678 65.72
16723.0 510 -0.463 33.493 2.563 42.680 0.2624 0.2498 0.2555 2066 3354 2710 1.139 2.188 1.663 65.72
16733.0 510 -0.441 33.309 2.547 42.402 0.2624 0.2499 0.2556 2042 3310 2676 1.127 2.17 1.649 65.72
16743.0 510 -0.419 33.126 2.531 42.125 0.2625 0.25 0.2557 2019 3266 2643 1.116 2.152 1.634 65.72
16753.0 510 -0.398 32.944 2.515 41.849 0.2625 0.2501 0.2557 1997 3222 2609 1.104 2.134 1.619 65.72
16763.0 510 -0.376 32.762 2.498 41.573 0.2626 0.2501 0.2558 1974 3179 2577 1.092 2.116 1.604 65.72
16773.0 510 -0.354 32.582 2.482 41.297 0.2626 0.2502 0.2559 1952 3136 2544 1.08 2.099 1.589 65.72
16783.0 510 -0.333 32.402 2.466 41.022 0.2626 0.2503 0.2559 1930 3094 2512 1.068 2.081 1.575 65.72
16793.0 510 -0.311 32.224 2.450 40.748 0.2627 0.2504 0.256 1908 3052 2480 1.056 2.063 1.56 65.72
16803.0 510 -0.289 32.046 2.433 40.474 0.2627 0.2505 0.2561 1887 3010 2448 1.045 2.045 1.545 65.72
16813.0 510 -0.268 31.870 2.417 40.200 0.2628 0.2506 0.2562 1866 2968 2417 1.033 2.028 1.53 65.72
16823.0 510 -0.246 31.694 2.401 39.927 0.2628 0.2507 0.2562 1845 2927 2386 1.021 2.01 1.516 65.72
16833.0 510 -0.224 31.520 2.385 39.654 0.2629 0.2508 0.2563 1824 2887 2355 1.009 1.992 1.501 65.72
16843.0 510 -0.203 31.346 2.368 39.382 0.2629 0.2509 0.2564 1803 2846 2325 0.9975 1.975 1.486 65.72
16853.0 510 -0.181 31.174 2.352 39.110 0.263 0.251 0.2564 1783 2807 2295 0.9857 1.957 1.471 65.72
16863.0 510 -0.159 31.003 2.336 38.839 0.263 0.2511 0.2565 1763 2767 2265 0.974 1.939 1.457 65.72
16873.0 510 -0.138 30.833 2.320 38.568 0.2631 0.2512 0.2566 1743 2728 2236 0.9622 1.921 1.442 65.72
16883.0 510 -0.116 30.664 2.303 38.298 0.2631 0.2513 0.2566 1724 2689 2206 0.9505 1.904 1.427 65.72
16893.0 510 -0.094 30.496 2.287 38.028 0.2631 0.2513 0.2567 1705 2651 2178 0.9387 1.886 1.412 65.72
16903.0 510 -0.073 30.329 2.271 37.759 0.2632 0.2514 0.2568 1686 2613 2149 0.927 1.868 1.398 65.72
16913.0 510 -0.051 30.164 2.255 37.491 0.2632 0.2515 0.2569 1667 2575 2121 0.9153 1.851 1.383 65.72
16923.0 510 -0.029 29.999 2.238 37.223 0.2633 0.2516 0.2569 1648 2537 2093 0.9035 1.833 1.368 65.72
16933.0 510 -0.008 29.836 2.222 36.956 0.2633 0.2517 0.257 1630 2500 2065 0.8918 1.816 1.354 65.72
16943.0 510 0.014 29.675 2.206 36.689 0.2634 0.2518 0.2571 1612 2464 2038 0.8801 1.798 1.339 65.72
16953.0 510 0.036 29.514 2.190 36.424 0.2634 0.2519 0.2571 1594 2428 2011 0.8684 1.78 1.324 65.72
16963.0 510 0.057 29.355 2.173 36.158 0.2635 0.252 0.2572 1576 2392 1984 0.8567 1.763 1.31 65.72
16973.0 510 0.079 29.197 2.157 35.894 0.2635 0.2521 0.2573 1559 2356 1958 0.845 1.745 1.295 65.72
16983.0 510 0.101 29.040 2.141 35.630 0.2636 0.2522 0.2573 1542 2321 1931 0.8333 1.728 1.28 65.72
16993.0 510 0.122 28.885 2.125 35.366 0.2636 0.2523 0.2574 1525 2286 1906 0.8216 1.71 1.266 65.72
17003.0 510 0.144 28.731 2.109 35.104 0.2637 0.2524 0.2575 1508 2252 1880 0.81 1.692 1.251 65.72
17013.0 510 0.166 28.579 2.092 34.842 0.2637 0.2525 0.2576 1492 2218 1855 0.7983 1.675 1.237 65.72
17023.0 510 0.187 28.428 2.076 34.581 0.2638 0.2526 0.2576 1476 2184 1830 0.7866 1.657 1.222 65.72
17033.0 510 0.209 28.278 2.060 34.321 0.2638 0.2527 0.2577 1460 2151 1805 0.775 1.64 1.207 65.72
17043.0 510 0.231 28.130 2.044 34.061 0.2638 0.2527 0.2578 1444 2118 1781 0.7633 1.622 1.193 65.72
17053.0 510 0.252 27.983 2.027 33.803 0.2639 0.2528 0.2578 1429 2085 1757 0.7517 1.605 1.178 65.72
17063.0 510 0.274 27.838 2.011 33.545 0.2639 0.2529 0.2579 1414 2053 1733 0.74 1.587 1.164 65.72
17073.0 510 0.296 27.694 1.995 33.288 0.264 0.253 0.258 1399 2021 1710 0.7284 1.57 1.149 65.72
17083.0 510 0.317 27.552 1.979 33.031 0.264 0.2531 0.2581 1384 1989 1687 0.7168 1.552 1.135 65.72
17093.0 510 0.339 27.412 1.962 32.776 0.2641 0.2532 0.2581 1370 1958 1664 0.7052 1.535 1.12 65.72
17103.0 510 0.361 27.273 1.946 32.522 0.2641 0.2533 0.2582 1355 1927 1641 0.6936 1.517 1.105 65.72
17113.0 510 0.382 27.136 1.930 32.268 0.2642 0.2534 0.2583 1341 1897 1619 0.6819 1.5 1.091 65.72
17123.0 510 0.404 27.000 1.914 32.015 0.2642 0.2535 0.2583 1328 1867 1597 0.6703 1.482 1.076 65.72
17133.0 510 0.426 26.866 1.897 31.764 0.2643 0.2536 0.2584 1314 1837 1576 0.6588 1.465 1.062 65.72
17143.0 510 0.447 26.734 1.881 31.513 0.2643 0.2537 0.2585 1301 1808 1554 0.6472 1.448 1.047 65.72
17153.0 510 0.469 26.604 1.865 31.263 0.2644 0.2538 0.2586 1288 1779 1533 0.6356 1.43 1.033 65.72
17163.0 510 0.491 26.475 1.849 31.015 0.2644 0.2539 0.2586 1275 1750 1513 0.624 1.413 1.018 65.72
17173.0 510 0.512 26.348 1.832 30.767 0.2645 0.254 0.2587 1263 1722 1492 0.6124 1.395 1.004 65.72
17183.0 510 0.534 26.223 1.816 30.521 0.2645 0.2541 0.2588 1250 1694 1472 0.6009 1.378 0.9894 65.72
17193.0 510 0.556 26.100 1.800 30.275 0.2646 0.2542 0.2588 1238 1666 1452 0.5893 1.361 0.975 65.72
17203.0 510 0.577 25.978 1.784 30.031 0.2646 0.2543 0.2589 1226 1639 1433 0.5778 1.343 0.9605 65.72
17213.0 510 0.599 25.859 1.767 29.788 0.2646 0.2544 0.259 1215 1612 1413 0.5662 1.326 0.946 65.72
17223.0 510 0.621 25.741 1.751 29.546 0.2647 0.2545 0.2591 1203 1586 1394 0.5547 1.309 0.9316 65.72
17233.0 510 0.642 25.625 1.735 29.305 0.2647 0.2546 0.2591 1192 1559 1376 0.5432 1.291 0.9172 65.72
17243.0 510 0.664 25.512 1.719 29.066 0.2648 0.2546 0.2592 1181 1534 1357 0.5316 1.274 0.9027 65.72
17253.0 510 0.686 25.400 1.702 28.828 0.2648 0.2547 0.2593 1171 1508 1339 0.5201 1.257 0.8883 65.72
17263.0 510 0.707 25.290 1.686 28.591 0.2649 0.2548 0.2594 1160 1483 1322 0.5086 1.239 0.8739 65.72
17273.0 510 0.729 25.183 1.670 28.355 0.2649 0.2549 0.2594 1150 1458 1304 0.4971 1.222 0.8595 65.72
17283.0 510 0.751 25.077 1.654 28.121 0.265 0.255 0.2595 1140 1434 1287 0.4856 1.205 0.8451 65.72
17293.0 510 0.772 24.974 1.637 27.888 0.265 0.2551 0.2596 1131 1410 1270 0.4741 1.187 0.8307 65.72
17303.0 510 0.794 24.872 1.621 27.657 0.2651 0.2552 0.2596 1121 1386 1254 0.4626 1.17 0.8163 65.72
17313.0 510 0.816 24.773 1.605 27.427 0.2651 0.2553 0.2597 1112 1363 1237 0.4511 1.153 0.8019 65.72
17323.0 510 0.837 24.676 1.589 27.199 0.2652 0.2554 0.2598 1103 1340 1221 0.4397 1.135 0.7876 65.72
17333.0 510 0.859 24.581 1.573 26.972 0.2652 0.2555 0.2599 1094 1317 1206 0.4282 1.118 0.7732 65.72
17343.0 510 0.881 24.489 1.556 26.747 0.2653 0.2556 0.2599 1086 1295 1190 0.4167 1.101 0.7589 65.72
17353.0 510 0.902 24.398 1.540 26.524 0.2653 0.2557 0.26 1077 1273 1175 0.4053 1.084 0.7445 65.72
17363.0 510 0.924 24.310 1.524 26.302 0.2654 0.2558 0.2601 1069 1252 1160 0.3938 1.067 0.7302 65.72
17373.0 510 0.946 24.225 1.508 26.082 0.2654 0.2559 0.2602 1061 1230 1146 0.3824 1.049 0.7158 65.72
17383.0 510 0.967 24.141 1.491 25.864 0.2655 0.256 0.2602 1054 1210 1132 0.3709 1.032 0.7015 65.72
17393.0 510 0.989 24.060 1.475 25.647 0.2655 0.2561 0.2603 1046 1189 1118 0.3595 1.015 0.6872 65.72
17403.0 510 1.011 23.982 1.459 25.433 0.2656 0.2562 0.2604 1039 1169 1104 0.3481 0.9977 0.6729 65.72
17413.0 510 1.033 23.905 1.443 25.220 0.2656 0.2563 0.2604 1032 1149 1091 0.3367 0.9805 0.6586 65.72
17423.0 510 1.054 23.831 1.426 25.009 0.2657 0.2564 0.2605 1026 1130 1078 0.3253 0.9634 0.6443 65.72
17433.0 510 1.076 23.760 1.410 24.801 0.2657 0.2565 0.2606 1019 1111 1065 0.3139 0.9462 0.63 65.72
17443.0 510 1.098 23.691 1.394 24.594 0.2658 0.2566 0.2607 1013 1092 1052 0.3025 0.9291 0.6158 65.72
17453.0 510 1.119 23.625 1.378 24.389 0.2658 0.2567 0.2607 1007 1073 1040 0.2911 0.9119 0.6015 65.72
17463.0 510 1.141 23.561 1.361 24.187 0.2659 0.2568 0.2608 1001 1055 1028 0.2797 0.8948 0.5872 65.72
17473.0 510 1.163 23.499 1.345 23.987 0.2659 0.2569 0.2609 995.9 1038 1017 0.2683 0.8777 0.573 65.72
17483.0 510 1.184 23.441 1.329 23.789 0.2659 0.257 0.261 990.7 1020 1006 0.2569 0.8606 0.5588 65.72
17493.0 509 1.513 22.358 1.360 23.592 0.2512 0.2542 0.2524 932 1038 984.8 0.2808 0.8796 0.5802 65.72
17503.0 509 1.535 22.295 1.345 23.397 0.2512 0.2543 0.2524 926.5 1020 973.4 0.2691 0.862 0.5655 65.72
17513.0 509 1.558 22.235 1.330 23.205 0.2513 0.2544 0.2525 921.2 1003 962.3 0.2574 0.8444 0.5509 65.72
17523.0 509 1.580 22.178 1.315 23.015 0.2513 0.2545 0.2526 916.2 986.7 951.5 0.2457 0.8268 0.5363 65.72
17533.0 509 1.603 22.124 1.300 22.828 0.2514 0.2546 0.2527 911.4 970.4 940.9 0.234 0.8092 0.5216 65.72
17543.0 509 1.626 22.072 1.285 22.643 0.2514 0.2547 0.2527 906.9 954.5 930.7 0.2223 0.7917 0.507 65.72
17553.0 509 1.648 22.023 1.270 22.461 0.2515 0.2548 0.2528 902.6 938.9 920.7 0.2107 0.7742 0.4924 65.72
17563.0 509 1.671 21.977 1.255 22.281 0.2515 0.2549 0.2529 898.6 923.7 911.1 0.199 0.7566 0.4778 65.72
17573.0 509 1.693 21.933 1.240 22.105 0.2516 0.255 0.253 894.7 908.8 901.8 0.1873 0.7391 0.4632 65.72
17583.0 509 1.716 21.892 1.225 21.931 0.2517 0.2551 0.2531 891.2 894.3 892.7 0.1757 0.7216 0.4486 65.72
17593.0 509 1.738 21.855 1.210 21.760 0.2517 0.2552 0.2531 887.8 880.1 884 0.164 0.7041 0.4341 65.72
17603.0 509 1.761 21.820 1.195 21.592 0.2518 0.2553 0.2532 884.7 866.3 875.5 0.1524 0.6866 0.4195 65.72
17613.0 509 1.784 21.787 1.180 21.427 0.2518 0.2554 0.2533 881.8 852.9 867.4 0.1408 0.6691 0.4049 65.72
17623.0 509 1.806 21.758 1.165 21.265 0.2519 0.2555 0.2534 879.2 839.8 859.5 0.1291 0.6516 0.3904 65.72
17633.0 509 1.829 21.732 1.150 21.107 0.2519 0.2556 0.2534 876.8 827.1 852 0.1175 0.6342 0.3759 65.72
17643.0 509 1.851 21.708 1.134 20.952 0.252 0.2557 0.2535 874.6 814.7 844.7 0.1059 0.6167 0.3613 65.72
17653.0 509 1.874 21.688 1.119 20.800 0.252 0.2558 0.2536 872.7 802.7 837.7 0.09432 0.5993 0.3468 65.72
17663.0 509 1.896 21.670 1.104 20.651 0.2521 0.2559 0.2537 871 791.1 831 0.08272 0.5819 0.3323 65.72
17673.0 509 1.919 21.655 1.089 20.506 0.2521 0.256 0.2537 869.6 779.8 824.7 0.07113 0.5644 0.3178 65.72
17683.0 509 1.942 21.643 1.074 20.365 0.2522 0.2561 0.2538 868.4 768.8 818.6 0.05955 0.547 0.3033 65.72
17693.0 509 1.964 21.634 1.059 20.227 0.2522 0.2562 0.2539 867.4 758.2 812.8 0.04797 0.5296 0.2888 65.72
17703.0 509 1.987 21.628 1.044 20.093 0.2523 0.2563 0.254 866.6 748 807.3 0.0364 0.5123 0.2743 65.72
17713.0 509 2.009 21.625 1.029 19.963 0.2523 0.2564 0.254 866.1 738.1 802.1 0.02484 0.4949 0.2599 65.72
17723.0 509 2.032 21.625 1.014 19.837 0.2524 0.2565 0.2541 865.8 728.5 797.2 0.01329 0.4775 0.2454 65.72
17733.0 509 2.054 21.627 0.999 19.714 0.2525 0.2566 0.2542 865.8 719.4 792.6 0.001739 0.4602 0.2309 65.72
17743.0 508 2.043 21.641 0.834 19.320 0.2528 0.2533 0.2527 871.8 694.8 783.3 -0.0104 0.4368 0.2132 65.71
17753.0 505 2.065 21.249 1.039 18.850 0.2488 0.2462 0.2471 859.7 676.5 768.1 -0.0263 0.4293 0.2015 65.7
17763.0 505 2.089 21.262 1.023 18.738 0.2488 0.2463 0.2471 860.5 668.3 764.4 -0.03824 0.4117 0.1867 65.7
17773.0 504 2.185 21.236 1.135 18.431 0.2486 0.2437 0.2457 863.1 650.2 756.7 -0.0505 0.3948 0.1722 65.69
17783.0 503 2.192 21.272 1.252 18.103 0.2491 0.241 0.2446 870 630 750 -0.06314 0.3661 0.1515 65.68
17793.0 498 2.266 21.245 1.156 17.104 0.2495 0.2292 0.2387 888.6 576 732.3 -0.07573 0.3177 0.121 65.64
17803.0 495 2.502 21.030 0.925 16.754 0.2463 0.2246 0.2349 884.5 561.4 723 -0.07836 0.2962 0.1089 65.63
17813.0 493 2.435 20.972 1.079 16.457 0.2449 0.2209 0.2323 889.4 547.7 718.6 -0.08166 0.2795 0.09892 65.62
17823.0 489 2.092 20.672 1.131 16.258 0.2415 0.2201 0.2302 871.6 539.1 705.4 -0.1062 0.2591 0.07644 65.59
17833.0 481 1.802 20.395 1.163 15.538 0.2374 0.2104 0.2233 874.2 507.4 690.8 -0.1011 0.228 0.06348 65.55
17843.0 477 1.731 20.226 1.165 15.229 0.2355 0.2072 0.2206 869.9 493.2 681.6 -0.1112 0.2082 0.04852 65.53
17853.0 477 1.753 20.258 1.149 15.173 0.2355 0.2073 0.2207 872.4 489.4 680.9 -0.1245 0.1893 0.0324 65.53
17863.0 476 1.859 20.232 1.205 15.056 0.2339 0.2063 0.2194 875.5 484.9 680.2 -0.128 0.1757 0.02388 65.55
17873.0 476 1.882 20.268 1.189 15.010 0.2339 0.2064 0.2195 878.4 481.8 680.1 -0.1412 0.1567 0.007745 65.55
17883.0 476 1.906 20.306 1.174 14.970 0.234 0.2064 0.2195 881.5 479 680.2 -0.1544 0.1377 -0.008376 65.55
17893.0 476 1.930 20.348 1.158 14.935 0.234 0.2065 0.2196 884.8 476.7 680.7 -0.1677 0.1187 -0.02449 65.55
17903.0 476 1.953 20.393 1.142 14.907 0.2341 0.2066 0.2197 888.4 474.7 681.6 -0.1809 0.0997 -0.04059 65.55
17913.0 476 1.977 20.441 1.126 14.884 0.2341 0.2067 0.2197 892.3 473.1 682.7 -0.1941 0.08072 -0.05668 65.55
